Mes,TemperaturaPromedio (°C),Precipitación (mm),IncidenciaPlaga
2021-01,16.81,12.6,0
2020-11,19.34,15.9,3
2021-10,23.89,90.6,11
2025-11,18.83,67.6,3
2021-04,22.49,65.6,3
2020-06,30.12,143.3,15
2019-11,17.76,39.8,0
2020-05,23.72,96.4,7
2019-12,20.14,40.0,0
2023-01,21.06,26.8,2
2021-12,19.36,41.0,2
2022-06,26.1,145.1,8
2024-10,18.94,88.7,5
2023-01,18.31,51.0,3
2020-02,20.81,30.3,1
2021-08,25.35,179.9,6
2021-03,22.93,36.4,2
2024-10,21.94,73.8,5
2021-02,15.74,7.4,0
2019-12,15.25,64.5,0
2024-02,21.23,42.0,1
2021-12,22.72,48.3,5
2019-09,22.74,129.8,7
2023-10,22.69,77.9,8
2020-06,26.97,140.7,6
2025-01,16.24,21.8,0
2024-10,19.42,71.3,1
2021-08,25.58,155.1,9
2022-11,19.36,64.6,4
2022-12,22.54,83.6,3
2023-07,25.85,181.3,7
2019-06,24.05,154.7,7
2021-04,26.01,30.4,12
2020-03,21.87,21.9,0
2023-11,20.37,74.5,1
2019-06,26.95,173.1,11
2022-08,28.93,184.9,8
2024-02,18.79,32.1,1
2025-08,25.19,171.5,6
2021-01,17.6,10.3,1
2019-01,17.75,22.3,2
2024-01,15.49,3.8,0
2019-01,16.88,58.2,1
2019-06,27.48,141.0,14
2025-12,16.55,5.2,0
2025-01,14.4,17.8,0
2023-12,18.78,18.9,2
2024-11,20.34,79.8,5
2019-07,26.0,161.7,10
2019-08,28.58,209.0,9
2021-02,17.47,7.9,0
2019-02,16.37,41.3,1
2025-03,21.02,50.8,2
2019-05,25.87,30.3,7
2022-10,23.12,75.1,5
2024-12,14.16,61.1,0
2024-02,19.87,44.3,2
2020-08,30.8,172.1,12
2022-04,24.8,36.9,9
2022-11,19.09,62.8,2
2024-05,27.3,49.6,5
2021-12,20.69,27.5,1
2020-12,19.39,37.3,1
2024-07,27.52,178.2,6
2025-03,21.86,47.2,7
2022-06,28.94,164.2,16
2019-03,22.28,0.0,2
2022-07,26.65,236.4,10
2025-03,19.72,33.2,4
2025-12,23.18,35.2,5
2021-10,24.8,111.9,4
2020-01,18.45,5.6,1
2023-01,19.77,10.8,2
2024-10,20.78,105.9,2
2025-08,28.24,161.6,10
2019-05,27.81,77.0,12
2021-01,18.66,46.9,1
2022-05,25.77,48.9,4
2019-09,24.98,136.7,8
2025-03,17.5,0.0,3
2019-10,24.52,71.2,6
2023-08,25.63,133.0,4
2025-06,28.85,143.7,13
2023-10,25.82,98.8,6
2024-05,28.32,61.4,8
2020-11,20.41,52.2,3
2024-10,22.82,71.9,9
2021-12,19.9,48.9,2
2019-06,29.09,135.7,9
2021-07,32.13,162.8,10
2021-06,28.23,119.8,9
2022-08,27.55,161.7,8
2020-11,18.46,64.2,2
2022-03,21.65,19.9,5
2021-12,17.16,38.0,1
2021-04,24.54,53.3,10
2023-11,19.58,52.3,3
2021-02,21.46,32.5,3
2024-05,26.03,80.4,7
2020-10,22.07,69.4,3
2025-01,19.17,55.4,1
2021-07,27.54,207.9,14
2019-04,24.51,54.9,4
2020-01,17.27,32.6,1
2024-08,26.75,145.8,6
2025-02,22.95,20.3,8
2020-06,24.0,146.8,10
2023-03,18.58,0.0,0
2023-01,16.11,38.4,1
2019-12,17.88,59.9,0
2022-02,19.91,33.8,3
2023-11,17.48,21.7,1
2025-10,28.47,75.2,6
2024-12,17.41,6.8,0
2019-09,23.73,153.0,3
2020-08,25.52,176.4,6
2022-01,17.42,15.0,1
2020-01,18.84,32.7,3
2022-12,17.17,48.2,1
2019-01,15.42,19.2,0
2019-10,22.41,64.0,6
2019-04,24.01,43.6,7
2021-01,19.71,42.5,2
2024-05,26.35,62.4,10
2020-03,18.72,21.5,0
2025-11,18.33,47.2,3
2020-11,17.08,79.4,3
2019-04,26.28,67.1,4
2021-05,26.82,44.4,1
2024-03,22.09,16.0,2
2019-09,26.29,148.7,8
2019-07,25.18,221.2,7
2024-12,16.66,41.4,0
2023-02,17.43,32.5,0
2021-05,24.41,56.8,2
2024-04,18.93,23.3,0
2024-11,20.81,61.3,3
2021-07,26.21,179.0,7
2022-12,17.24,49.6,2
2019-01,18.22,6.7,0
2021-02,21.22,30.5,1
2023-02,18.37,43.4,4
2020-05,25.83,32.4,11
2025-12,14.4,46.1,0
2025-10,21.57,67.8,4
2020-10,22.1,89.7,7
2021-10,19.49,86.8,3
2020-04,22.75,16.7,2
2022-07,27.03,153.3,6
2019-11,18.33,60.5,1
2021-09,27.41,97.0,3
2022-11,17.92,66.9,0
2023-04,25.35,45.6,4
2023-03,22.08,6.3,3
2020-07,25.55,201.2,11
2024-07,28.11,167.9,12
2023-11,22.07,59.1,6
2024-04,25.49,0.0,4
2022-04,24.44,27.8,4
2025-03,19.08,0.0,2
2021-09,27.09,153.0,12
2024-08,27.49,153.9,16
2020-06,26.58,161.7,9
2020-09,25.37,144.0,6
2022-09,24.16,129.3,4
2022-11,21.19,74.3,4
2024-03,18.89,33.0,3
2021-01,20.98,69.1,5
2025-02,18.68,32.7,0
2021-04,23.87,26.0,7
2022-09,26.41,123.2,8
2025-07,21.96,170.1,3
2022-10,19.62,86.9,9
2023-10,21.64,105.0,2
2025-05,25.4,70.5,7
2025-10,24.88,69.8,11
2022-06,26.01,195.2,7
2021-12,17.83,9.2,0
2020-05,28.4,11.6,9
2022-10,19.56,102.0,4
2025-06,25.98,166.2,10
2022-05,27.46,71.9,5
2021-06,28.98,134.3,7
2019-10,24.67,76.6,6
2021-09,26.6,150.8,5
2020-08,26.21,171.8,4
2025-11,22.45,46.4,5
2022-09,27.33,162.8,10
2019-12,20.13,31.7,2
2019-06,28.77,135.9,13
2024-12,16.58,18.4,1
2025-07,26.22,185.5,8
2024-05,20.79,63.0,2
2019-11,17.66,37.4,3
2019-09,26.48,171.0,3
2020-05,25.57,71.8,8
2024-04,24.05,30.9,4
2024-05,27.82,53.9,10
2024-11,22.33,21.5,0
2019-09,26.88,137.6,6
2020-01,19.08,59.2,0
2025-04,23.3,38.8,7
2025-07,27.96,194.3,9
2024-01,19.9,57.6,1
2019-09,22.26,125.9,4
2019-06,26.01,147.6,7
2019-05,23.85,62.0,7
2023-11,22.23,50.9,6
2024-12,15.31,48.3,0
2023-06,29.27,132.7,8
2020-11,19.35,8.8,0
2024-04,25.79,20.7,4
2019-05,27.93,46.7,6
2024-10,25.29,85.3,6
2025-03,23.46,0.0,6
2024-01,16.8,0.0,1
2025-02,19.45,16.3,5
2023-02,19.95,42.3,4
2022-04,26.68,30.6,1
2021-04,24.15,18.4,9
2025-06,25.8,140.5,2
2023-11,19.58,0.1,5
2020-05,27.35,41.4,9
2025-09,26.21,135.6,13
2019-05,23.75,96.1,4
2023-02,20.85,36.8,2
2020-05,26.12,46.3,3
2023-08,25.07,176.8,8
2021-11,17.12,23.7,0
2022-01,17.93,29.7,1
2023-09,27.53,158.8,7
2024-04,22.62,11.8,6
2021-08,25.95,183.4,9
2025-12,19.54,33.3,1
2022-06,28.06,141.9,9
2020-02,14.9,45.2,0
2019-01,15.62,36.3,0
2020-06,27.27,127.4,5
2023-11,16.56,27.0,0
2022-10,26.89,101.3,11
2021-05,25.12,49.4,3
2022-05,26.62,21.5,7
2024-11,22.06,39.3,2
2023-01,21.54,50.2,4
2019-05,27.5,64.0,6
2019-05,25.56,7.2,4
2022-05,24.53,55.2,5
2021-10,23.05,119.8,6
2024-12,20.37,49.9,3
2023-01,19.04,20.8,1
2024-04,25.54,13.9,5
2023-02,19.46,30.4,2
2021-06,27.88,127.3,3
2023-08,25.02,162.0,11
2023-05,25.87,47.8,7
2024-01,18.82,47.1,2
2020-04,20.53,71.5,4
2023-06,28.45,162.4,11
2020-12,20.74,29.6,2
2024-07,26.01,202.5,7
2024-08,24.39,146.4,10
2023-05,22.59,87.3,3
2025-08,26.8,146.2,12
2022-10,22.5,88.0,3
2019-03,19.5,12.4,1
2023-03,21.09,38.4,5
2024-06,28.65,151.9,8
2019-09,29.19,139.1,11
2019-09,24.37,145.3,7
2020-11,19.47,13.9,1
2024-11,20.86,44.3,1
2022-09,24.96,106.8,9
2025-11,17.36,77.2,2
2025-02,18.13,49.3,0
2022-11,21.3,45.8,4
2023-10,22.23,81.7,3
2021-04,21.62,0.0,1
2019-08,26.17,155.6,8
2021-10,23.83,89.6,6
2023-02,21.78,22.5,2
2020-04,20.04,32.5,0
2020-07,24.44,170.4,8
2019-02,18.63,62.3,0
2024-02,19.13,15.0,3
2025-04,25.78,41.8,8
2024-10,23.23,107.8,4
2021-08,26.51,160.3,6
2023-02,17.82,36.8,0
2025-09,27.88,162.0,11
2023-02,21.28,39.0,2
2021-01,18.23,29.9,1
2021-05,27.59,39.7,4
2024-02,17.35,28.1,2
2022-02,19.26,23.6,4
2024-11,19.92,47.5,2
2025-01,18.09,22.9,3
2019-04,22.82,59.2,9
2024-01,18.72,1.5,0
2021-08,29.3,167.1,6
2022-08,29.51,166.3,11
2020-11,21.74,63.3,5
2021-07,27.48,196.8,16
2021-04,20.02,40.6,0
2019-05,25.4,44.3,4
2024-06,26.91,125.4,5
2020-01,19.32,29.9,0
2021-08,30.06,167.8,13
2020-05,27.1,44.7,11
2020-02,18.64,17.2,0
2021-08,24.11,142.4,6
2025-06,28.67,185.5,11
2025-08,29.29,165.5,6
2021-09,26.13,134.3,11
2022-07,27.92,153.4,9
2025-11,21.6,51.3,4
2020-08,27.1,116.5,7
2025-08,26.03,173.5,12
2019-09,25.48,126.7,9
2020-07,29.87,206.7,10
2021-05,25.61,29.1,6
2019-04,22.55,5.6,6
2024-09,21.73,136.2,4
2024-12,16.73,62.5,1
2021-09,25.91,90.2,5
2024-11,17.61,67.4,1
2024-05,27.33,59.3,4
2024-08,31.13,174.3,14
2024-08,23.96,150.6,5
2023-01,17.56,45.6,2
2019-10,18.87,101.3,5
2025-06,29.24,152.0,9
2023-04,25.25,29.7,6
2025-04,23.7,53.8,3
2025-09,23.49,130.9,7
2020-04,24.75,34.1,7
2021-10,25.96,99.1,8
2020-05,27.55,48.5,7
2019-05,28.02,70.5,9
2025-10,23.9,58.6,7
2025-06,25.99,147.2,6
2025-07,28.74,201.3,7
2025-03,20.55,11.6,1
2023-07,25.75,152.5,13
2022-08,26.52,183.4,8
2025-12,15.73,26.8,0
2022-11,18.75,43.4,2
2023-06,24.76,155.1,15
2020-06,30.87,135.1,9
2024-03,18.98,46.8,2
2024-09,24.82,147.7,7
2023-09,28.33,155.0,9
2022-06,27.86,170.6,13
